Timestamp,Eh_Fillers_Spanish,Blinks_Per_Min,Lip_Bites,Tremor_Hz,Dupers_Delight,Ground_Truth,Tremor_Suppressed,Lip_Num,Duping_Num,Correlation_Score
0:08,1,13.8,Yes,None,No,Truth,1,1,0,0.55
0:08,3,22.6,Yes,3.68359155,No,Deception,0,1,0,0.8
0:08,0,11.9,Yes,10.09022451,No,Truth,0,1,0,0.35
0:08,2,22.2,No,None,No,Deception,1,0,0,0.55
0:08,4,29.2,Yes,None,Yes,Deception,1,1,1,1
0:08,8,25.9,Yes,None,No,Deception,1,1,0,1
0:08,3,21.6,Yes,None,No,Deception,1,1,0,1
0:08,1,33,No,None,No,Deception,1,0,0,0.55
0:09,4,32.2,No,None,No,Deception,1,0,0,0.75
0:09,1,12.6,Yes,11.47246007,No,Truth,0,1,0,0.35
0:09,4,30.9,Yes,None,No,Deception,1,1,0,1
0:09,3,30,Yes,None,Yes,Deception,1,1,1,1
0:09,2,15.9,Yes,9.15485475,No,Truth,0,1,0,0.35
0:09,5,29,Yes,3.761119252,No,Deception,0,1,0,0.8
0:09,4,36.6,No,None,No,Deception,1,0,0,0.75
0:09,0,22.6,Yes,8.675960073,No,Truth,0,1,0,0.6
0:09,1,26.4,Yes,None,No,Deception,1,1,0,0.8
0:09,8,22.2,Yes,None,No,Deception,1,1,0,1
0:09,4,22.4,Yes,1.847109407,No,Deception,0,1,0,0.8
0:09,4,21.9,Yes,None,No,Deception,1,1,0,1
0:10,4,16.6,Yes,None,No,Truth,1,1,0,0.75
0:10,1,14.9,Yes,None,No,Truth,1,1,0,0.55
0:10,1,12.8,No,9.473695352,No,Truth,0,0,0,0.1
0:10,3,14.4,Yes,None,No,Truth,1,1,0,0.75
0:10,0,9.5,Yes,None,No,Truth,1,1,0,0.55
0:10,1,22.8,Yes,None,No,Deception,1,1,0,0.8
0:10,4,20.5,Yes,11.3995633,No,Truth,0,1,0,0.8
0:10,3,27,Yes,None,No,Deception,1,1,0,1
0:10,1,7.7,Yes,8.57450463,No,Truth,0,1,0,0.35
0:10,1,12.4,No,9.576380732,No,Truth,0,0,0,0.1
0:10,1,37.3,No,None,No,Deception,1,0,0,0.55
0:11,1,18.3,Yes,5.085895566,No,Deception,0,1,0,0.35
0:11,6,27.6,Yes,None,No,Deception,1,1,0,1
0:11,3,18.3,Yes,None,No,Deception,1,1,0,0.75
0:11,1,12.4,Yes,None,No,Truth,1,1,0,0.55
0:11,0,15.5,Yes,10.56963788,No,Truth,0,1,0,0.35
0:11,5,30.5,Yes,None,No,Deception,1,1,0,1
0:11,5,23.2,Yes,None,No,Deception,1,1,0,1
0:11,4,30.4,Yes,None,No,Deception,1,1,0,1
0:11,3,28.6,Yes,None,No,Deception,1,1,0,1
0:11,2,27.2,Yes,None,No,Deception,1,1,0,0.8
0:11,3,35.6,Yes,None,No,Deception,1,1,0,1
0:12,0,5.3,Yes,10.6093092,No,Truth,0,1,0,0.35
0:12,5,30.3,Yes,None,No,Deception,1,1,0,1
0:12,4,17.2,No,None,Yes,Deception,1,0,1,0.65
0:12,1,12.9,Yes,10.0647861,No,Truth,0,1,0,0.35
0:12,4,26.5,Yes,None,No,Deception,1,1,0,1
0:12,0,11.7,Yes,8.548366309,No,Truth,0,1,0,0.35
0:12,0,10.6,No,10.71991448,No,Truth,0,0,0,0.1
0:12,6,23.6,Yes,None,No,Deception,1,1,0,1
0:12,1,38.4,Yes,None,No,Deception,1,1,0,0.8
0:12,3,13.4,Yes,None,No,Deception,1,1,0,0.75
0:12,3,29.5,Yes,None,No,Deception,1,1,0,1
0:13,2,28.3,Yes,None,No,Deception,1,1,0,0.8
0:13,1,10.8,Yes,9.323621167,No,Truth,0,1,0,0.35
0:13,8,24.8,Yes,None,Yes,Deception,1,1,1,1
0:13,5,28.4,Yes,None,No,Deception,1,1,0,1
0:13,3,34.4,Yes,None,No,Deception,1,1,0,1
